Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_001_VC_Smart_Login_Feature,Chrome 115.0.0.0,,,2023-08-16 13:12:32,2023-08-16 13:19:52,7m - 20.346s,PASSED
,,,,,,,
Test Cases/TC_001_Verify the Login feature with valid credentials,Chrome 115.0.0.0,,,2023-08-16 13:12:32,2023-08-16 13:13:29,56.484s,PASSED
"openBrowser(""https://ioclvcsmart.tmsitrimble.in/VCSmartApp/#/login"")",Chrome 115.0.0.0,,,2023-08-16 13:12:33,2023-08-16 13:12:42,9.879s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-16 13:12:42,2023-08-16 13:12:43,0.157s,PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-16 13:12:43,2023-08-16 13:12:48,5.044s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/Username""))",Chrome 115.0.0.0,,,2023-08-16 13:12:48,2023-08-16 13:12:48,0.437s,PASSED
"setText(findTestObject(""OB_001_Login screen/Login Screen/Username""), ""BSO-2300"")",Chrome 115.0.0.0,,,2023-08-16 13:12:48,2023-08-16 13:12:49,0.797s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/Password""))",Chrome 115.0.0.0,,,2023-08-16 13:12:49,2023-08-16 13:12:49,0.362s,PASSED
"setText(findTestObject(""OB_001_Login screen/Login Screen/Password""), ""Password@2300"")",Chrome 115.0.0.0,,,2023-08-16 13:12:49,2023-08-16 13:12:50,0.768s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/button_Sign in""))",Chrome 115.0.0.0,,,2023-08-16 13:12:50,2023-08-16 13:12:50,0.363s,PASSED
delay(8),Chrome 115.0.0.0,,,2023-08-16 13:12:50,2023-08-16 13:12:58,8.000s,PASSED
"verifyTextPresent(""VC Smart"", false)",Chrome 115.0.0.0,,,2023-08-16 13:12:58,2023-08-16 13:13:29,30.301s,PASSED
,,,,,,,
Test Cases/TC_002_Verify the Login feature with invalid credentials,Chrome 115.0.0.0,,,2023-08-16 13:13:29,2023-08-16 13:13:47,17.883s,PASSED
openBrowser(url),Chrome 115.0.0.0,,,2023-08-16 13:13:29,2023-08-16 13:13:39,9.516s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/Username""))",Chrome 115.0.0.0,,,2023-08-16 13:13:39,2023-08-16 13:13:39,0.379s,PASSED
"setText(findTestObject(""OB_001_Login screen/Login Screen/Username""), username)",Chrome 115.0.0.0,,,2023-08-16 13:13:39,2023-08-16 13:13:40,0.775s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/Password""))",Chrome 115.0.0.0,,,2023-08-16 13:13:40,2023-08-16 13:13:40,0.363s,PASSED
"setText(findTestObject(""OB_001_Login screen/Login Screen/Password""), password)",Chrome 115.0.0.0,,,2023-08-16 13:13:40,2023-08-16 13:13:41,0.775s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/button_Sign in""))",Chrome 115.0.0.0,,,2023-08-16 13:13:41,2023-08-16 13:13:41,0.362s,PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-16 13:13:41,2023-08-16 13:13:46,5.003s,PASSED
"verifyTextPresent(""Username entered is invalid. Please try again."", false)",Chrome 115.0.0.0,,,2023-08-16 13:13:46,2023-08-16 13:13:47,0.312s,PASSED
,,,,,,,
Test Cases/TC_003_Verify login with multiple user,Chrome 115.0.0.0,,,2023-08-16 13:13:47,2023-08-16 13:14:34,47.427s,PASSED
openBrowser(url),Chrome 115.0.0.0,,,2023-08-16 13:13:47,2023-08-16 13:13:56,9.067s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-16 13:13:56,2023-08-16 13:13:56,0.131s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/Username""))",Chrome 115.0.0.0,,,2023-08-16 13:13:56,2023-08-16 13:13:56,0.383s,PASSED
