Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_001_VC_Smart_Login_Feature,Chrome 115.0.0.0,,,2023-08-16 13:21:10,2023-08-16 13:27:00,5m - 50.228s,FAILED
,,,,,,,
Test Cases/TC_001_Verify the Login feature with valid credentials,Chrome 115.0.0.0,,,2023-08-16 13:21:10,2023-08-16 13:22:07,56.188s,PASSED
"openBrowser(""https://ioclvcsmart.tmsitrimble.in/VCSmartApp/#/login"")",Chrome 115.0.0.0,,,2023-08-16 13:21:11,2023-08-16 13:21:23,11.691s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-16 13:21:23,2023-08-16 13:21:23,0.146s,PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-16 13:21:23,2023-08-16 13:21:28,5.030s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/Username""))",Chrome 115.0.0.0,,,2023-08-16 13:21:28,2023-08-16 13:21:28,0.408s,PASSED
"setText(findTestObject(""OB_001_Login screen/Login Screen/Username""), ""BSO-2300"")",Chrome 115.0.0.0,,,2023-08-16 13:21:28,2023-08-16 13:21:29,0.863s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/Password""))",Chrome 115.0.0.0,,,2023-08-16 13:21:29,2023-08-16 13:21:29,0.353s,PASSED
"setText(findTestObject(""OB_001_Login screen/Login Screen/Password""), ""Password@2300"")",Chrome 115.0.0.0,,,2023-08-16 13:21:29,2023-08-16 13:21:30,0.853s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/button_Sign in""))",Chrome 115.0.0.0,,,2023-08-16 13:21:30,2023-08-16 13:21:31,0.352s,PASSED
delay(8),Chrome 115.0.0.0,,,2023-08-16 13:21:31,2023-08-16 13:21:39,8.017s,PASSED
"verifyTextPresent(""VC Smart"", false)",Chrome 115.0.0.0,,,2023-08-16 13:21:39,2023-08-16 13:22:07,27.955s,PASSED
,,,,,,,
Test Cases/TC_002_Verify the Login feature with invalid credentials,Chrome 115.0.0.0,,,2023-08-16 13:22:07,2023-08-16 13:22:24,17.656s,PASSED
openBrowser(url),Chrome 115.0.0.0,,,2023-08-16 13:22:07,2023-08-16 13:22:16,9.387s,PASSED
