Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_02_FMS_Smart_Multiplen user login,Chrome 115.0.0.0,,,2023-08-08 21:01:55,2023-08-08 21:03:14,1m - 19.162s,PASSED
,,,,,,,
Test Cases/TC_013_FMS_Smart_multiple login test,Chrome 115.0.0.0,,data driven test,2023-08-08 21:01:56,2023-08-08 21:02:28,31.478s,PASSED
openBrowser(url),Chrome 115.0.0.0,,,2023-08-08 21:01:57,2023-08-08 21:02:11,13.370s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-08 21:02:11,2023-08-08 21:02:11,0.154s,PASSED
delay(4),Chrome 115.0.0.0,,,2023-08-08 21:02:11,2023-08-08 21:02:15,4.067s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/username""))",Chrome 115.0.0.0,,,2023-08-08 21:02:15,2023-08-08 21:02:15,0.567s,PASSED
"setText(findTestObject(""OB_005_Login screen_fms smart/login screen/username""), username)",Chrome 115.0.0.0,,,2023-08-08 21:02:15,2023-08-08 21:02:16,0.845s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""))",Chrome 115.0.0.0,,,2023-08-08 21:02:16,2023-08-08 21:02:17,0.464s,PASSED
"setText(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""), password)",Chrome 115.0.0.0,,,2023-08-08 21:02:17,2023-08-08 21:02:18,0.808s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/button_Sign in""))",Chrome 115.0.0.0,,,2023-08-08 21:02:18,2023-08-08 21:02:18,0.479s,PASSED
delay(7),Chrome 115.0.0.0,,,2023-08-08 21:02:18,2023-08-08 21:02:25,7.018s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/button_ACCEPT AND CLOSE""))",Chrome 115.0.0.0,,,2023-08-08 21:02:25,2023-08-08 21:02:26,0.530s,PASSED
"verifyTextPresent(""FMS Smart"", false)",Chrome 115.0.0.0,,,2023-08-08 21:02:26,2023-08-08 21:02:27,1.262s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-08 21:02:27,2023-08-08 21:02:28,0.701s,PASSED
,,,,,,,
Test Cases/TC_013_FMS_Smart_multiple login test,Chrome 115.0.0.0,,data driven test,2023-08-08 21:02:28,2023-08-08 21:02:50,22.519s,PASSED
openBrowser(url),Chrome 115.0.0.0,,,2023-08-08 21:02:28,2023-08-08 21:02:34,6.432s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-08 21:02:34,2023-08-08 21:02:34,0.146s,PASSED
delay(4),Chrome 115.0.0.0,,,2023-08-08 21:02:34,2023-08-08 21:02:38,4.009s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/username""))",Chrome 115.0.0.0,,,2023-08-08 21:02:38,2023-08-08 21:02:39,0.468s,PASSED
"setText(findTestObject(""OB_005_Login screen_fms smart/login screen/username""), username)",Chrome 115.0.0.0,,,2023-08-08 21:02:39,2023-08-08 21:02:40,0.790s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""))",Chrome 115.0.0.0,,,2023-08-08 21:02:40,2023-08-08 21:02:40,0.453s,PASSED
"setText(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""), password)",Chrome 115.0.0.0,,,2023-08-08 21:02:40,2023-08-08 21:02:41,0.819s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/button_Sign in""))",Chrome 115.0.0.0,,,2023-08-08 21:02:41,2023-08-08 21:02:41,0.437s,PASSED
delay(7),Chrome 115.0.0.0,,,2023-08-08 21:02:41,2023-08-08 21:02:48,7.004s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/button_ACCEPT AND CLOSE""))",Chrome 115.0.0.0,,,2023-08-08 21:02:48,2023-08-08 21:02:49,0.512s,PASSED
"verifyTextPresent(""FMS Smart"", false)",Chrome 115.0.0.0,,,2023-08-08 21:02:49,2023-08-08 21:02:49,0.713s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-08 21:02:49,2023-08-08 21:02:50,0.705s,PASSED
,,,,,,,
Test Cases/TC_013_FMS_Smart_multiple login test,Chrome 115.0.0.0,,data driven test,2023-08-08 21:02:50,2023-08-08 21:03:14,24.187s,PASSED
openBrowser(url),Chrome 115.0.0.0,,,2023-08-08 21:02:50,2023-08-08 21:02:58,8.059s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-08 21:02:58,2023-08-08 21:02:58,0.128s,PASSED
delay(4),Chrome 115.0.0.0,,,2023-08-08 21:02:58,2023-08-08 21:03:02,4.017s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/username""))",Chrome 115.0.0.0,,,2023-08-08 21:03:02,2023-08-08 21:03:03,0.518s,PASSED
"setText(findTestObject(""OB_005_Login screen_fms smart/login screen/username""), username)",Chrome 115.0.0.0,,,2023-08-08 21:03:03,2023-08-08 21:03:04,0.833s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""))",Chrome 115.0.0.0,,,2023-08-08 21:03:04,2023-08-08 21:03:04,0.462s,PASSED
"setText(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""), password)",Chrome 115.0.0.0,,,2023-08-08 21:03:04,2023-08-08 21:03:05,0.784s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/button_Sign in""))",Chrome 115.0.0.0,,,2023-08-08 21:03:05,2023-08-08 21:03:05,0.453s,PASSED
delay(7),Chrome 115.0.0.0,,,2023-08-08 21:03:05,2023-08-08 21:03:12,7.015s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/button_ACCEPT AND CLOSE""))",Chrome 115.0.0.0,,,2023-08-08 21:03:12,2023-08-08 21:03:13,0.500s,PASSED
"verifyTextPresent(""FMS Smart"", false)",Chrome 115.0.0.0,,,2023-08-08 21:03:13,2023-08-08 21:03:14,0.695s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-08 21:03:14,2023-08-08 21:03:14,0.690s,PASSED
