Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_009_PROFILE_FMS_SMART_ITL,Chrome 115.0.0.0,,,2023-08-16 17:00:17,2023-08-16 17:00:38,20.819s,PASSED
,,,,,,,
Test Cases/TC_021_FMS_Smart_ITL_Profile,Chrome 115.0.0.0,,,2023-08-16 17:00:17,2023-08-16 17:00:38,20.367s,PASSED
openBrowser(URL),Chrome 115.0.0.0,,,2023-08-16 17:00:19,2023-08-16 17:00:26,7.634s,PASSED
waitForPageLoad(0),Chrome 115.0.0.0,,,2023-08-16 17:00:26,2023-08-16 17:00:27,0.319s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-16 17:00:27,2023-08-16 17:00:27,0.171s,PASSED
"verifyElementPresent(findTestObject(""OB_005_Login screen_fms smart/login screen/username""), 0)",Chrome 115.0.0.0,,,2023-08-16 17:00:27,2023-08-16 17:00:27,0.527s,PASSED
"verifyElementClickable(findTestObject(""OB_005_Login screen_fms smart/login screen/username""))",Chrome 115.0.0.0,,,2023-08-16 17:00:27,2023-08-16 17:00:28,0.464s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/username""), STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-08-16 17:00:28,2023-08-16 17:00:28,0.564s,PASSED
"setText(findTestObject(""OB_005_Login screen_fms smart/login screen/username""), USERNAME)",Chrome 115.0.0.0,,,2023-08-16 17:00:28,2023-08-16 17:00:29,0.936s,PASSED
"verifyElementPresent(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""), 0)",Chrome 115.0.0.0,,,2023-08-16 17:00:29,2023-08-16 17:00:30,0.451s,PASSED
"verifyElementClickable(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""))",Chrome 115.0.0.0,,,2023-08-16 17:00:30,2023-08-16 17:00:30,0.432s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""))",Chrome 115.0.0.0,,,2023-08-16 17:00:30,2023-08-16 17:00:31,0.527s,PASSED
"setEncryptedText(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""), PASSWORD)",Chrome 115.0.0.0,,,2023-08-16 17:00:31,2023-08-16 17:00:31,0.642s,PASSED
"verifyElementPresent(findTestObject(""OB_005_Login screen_fms smart/login screen/button_Sign in""), 0)",Chrome 115.0.0.0,,,2023-08-16 17:00:31,2023-08-16 17:00:32,0.444s,PASSED
"verifyElementClickable(findTestObject(""OB_005_Login screen_fms smart/login screen/button_Sign in""))",Chrome 115.0.0.0,,,2023-08-16 17:00:32,2023-08-16 17:00:32,0.433s,PASSED
"verifyElementText(findTestObject(""OB_005_Login screen_fms smart/login screen/button_Sign in""), ""Sign in"")",Chrome 115.0.0.0,,,2023-08-16 17:00:32,2023-08-16 17:00:33,0.454s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/button_Sign in""))",Chrome 115.0.0.0,,,2023-08-16 17:00:33,2023-08-16 17:00:33,0.496s,PASSED
waitForPageLoad(14),Chrome 115.0.0.0,,,2023-08-16 17:00:33,2023-08-16 17:00:33,0.022s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/button_ACCEPT AND CLOSE""))",Chrome 115.0.0.0,,,2023-08-16 17:00:33,2023-08-16 17:00:37,3.498s,PASSED
"verifyTextPresent(""FMS Smart"", false)",Chrome 115.0.0.0,,,2023-08-16 17:00:37,2023-08-16 17:00:38,1.140s,PASSED
