Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_009_PROFILE_FMS_SMART_ITL,Chrome 115.0.0.0,,,2023-08-16 16:58:19,2023-08-16 16:59:09,50.902s,FAILED
,,,,,,,
Test Cases/TC_021_FMS_Smart_ITL_Profile,Chrome 115.0.0.0,,,2023-08-16 16:58:19,2023-08-16 16:59:09,50.423s,FAILED
openBrowser(URL),Chrome 115.0.0.0,,,2023-08-16 16:58:20,2023-08-16 16:58:37,17.242s,PASSED
waitForPageLoad(0),Chrome 115.0.0.0,,,2023-08-16 16:58:37,2023-08-16 16:58:37,0.187s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-16 16:58:37,2023-08-16 16:58:38,0.158s,PASSED
"verifyElementPresent(findTestObject(""OB_005_Login screen_fms smart/login screen/username""), 0)",Chrome 115.0.0.0,,,2023-08-16 16:58:38,2023-08-16 16:59:09,31.835s,FAILED
