Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_002_VC_Smart_BASIC SANITY,Chrome 115.0.0.0,,,2023-08-16 14:10:10,2023-08-16 14:16:56,6m - 46.207s,PASSED
,,,,,,,
Test Cases/TC_004_Verify the TBC feature,Chrome 115.0.0.0,,,2023-08-16 14:10:10,2023-08-16 14:13:03,2m - 52.934s,PASSED
"callTestCase(findTestCase(""TC_001_Verify the Login feature with valid credentials""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-08-16 14:10:11,2023-08-16 14:11:09,58.136s,PASSED
delay(8),Chrome 115.0.0.0,,,2023-08-16 14:11:09,2023-08-16 14:11:17,8.002s,PASSED
"click(findTestObject(""OB_002_Feature1/Feature/a_Track By Criteria""))",Chrome 115.0.0.0,,,2023-08-16 14:11:17,2023-08-16 14:11:47,30.350s,PASSED
"click(findTestObject(""OB_002_Feature1/Feature/button_Submit""))",Chrome 115.0.0.0,,,2023-08-16 14:11:47,2023-08-16 14:12:11,23.577s,PASSED
delay(22),Chrome 115.0.0.0,,,2023-08-16 14:12:11,2023-08-16 14:12:33,22.011s,PASSED
"verifyTextPresent(""Vehicle Number"", false)",Chrome 115.0.0.0,,,2023-08-16 14:12:33,2023-08-16 14:13:03,30.372s,PASSED
,,,,,,,
Test Cases/TC_005_Verify All feature of vc smart web application,Chrome 115.0.0.0,,,2023-08-16 14:13:03,2023-08-16 14:16:56,3m - 52.850s,PASSED
"callTestCase(findTestCase(""TC_001_Verify the Login feature with valid credentials""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-08-16 14:13:03,2023-08-16 14:14:01,57.122s,PASSED
delay(11),Chrome 115.0.0.0,,,2023-08-16 14:14:01,2023-08-16 14:14:12,11.009s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/a_Reports""))",Chrome 115.0.0.0,,,2023-08-16 14:14:12,2023-08-16 14:14:38,26.541s,PASSED
"verifyTextPresent(""Safety Index Report"", false)",Chrome 115.0.0.0,,,2023-08-16 14:14:38,2023-08-16 14:14:39,0.586s,PASSED
delay(3),Chrome 115.0.0.0,,,2023-08-16 14:14:39,2023-08-16 14:14:42,3.014s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/div_Safety Index Report""))",Chrome 115.0.0.0,,,2023-08-16 14:14:42,2023-08-16 14:14:42,0.437s,PASSED
delay(3),Chrome 115.0.0.0,,,2023-08-16 14:14:42,2023-08-16 14:14:45,3.005s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/a_Reports""))",Chrome 115.0.0.0,,,2023-08-16 14:14:45,2023-08-16 14:14:46,0.376s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/div_User Access Report""))",Chrome 115.0.0.0,,,2023-08-16 14:14:46,2023-08-16 14:14:46,0.610s,PASSED
delay(3),Chrome 115.0.0.0,,,2023-08-16 14:14:46,2023-08-16 14:14:49,3.004s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/a_Reports""))",Chrome 115.0.0.0,,,2023-08-16 14:14:49,2023-08-16 14:14:50,0.373s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/div_New Trip Report""))",Chrome 115.0.0.0,,,2023-08-16 14:14:50,2023-08-16 14:14:50,0.693s,PASSED
delay(3),Chrome 115.0.0.0,,,2023-08-16 14:14:50,2023-08-16 14:14:53,3.015s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/a_Reports""))",Chrome 115.0.0.0,,,2023-08-16 14:14:53,2023-08-16 14:15:02,8.975s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/div_Login History Report""))",Chrome 115.0.0.0,,,2023-08-16 14:15:02,2023-08-16 14:15:03,0.498s,PASSED
delay(3),Chrome 115.0.0.0,,,2023-08-16 14:15:03,2023-08-16 14:15:06,3.011s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/a_Reports""))",Chrome 115.0.0.0,,,2023-08-16 14:15:06,2023-08-16 14:15:06,0.338s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/div_External Consignment Log""))",Chrome 115.0.0.0,,,2023-08-16 14:15:06,2023-08-16 14:15:07,0.606s,PASSED
delay(3),Chrome 115.0.0.0,,,2023-08-16 14:15:07,2023-08-16 14:15:10,3.012s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/a_Reports""))",Chrome 115.0.0.0,,,2023-08-16 14:15:10,2023-08-16 14:15:10,0.367s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/div_Exception Report""))",Chrome 115.0.0.0,,,2023-08-16 14:15:10,2023-08-16 14:15:11,0.658s,PASSED
delay(3),Chrome 115.0.0.0,,,2023-08-16 14:15:11,2023-08-16 14:15:14,3.003s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/a_Reports""))",Chrome 115.0.0.0,,,2023-08-16 14:15:14,2023-08-16 14:15:18,4.770s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/a_Admin""))",Chrome 115.0.0.0,,,2023-08-16 14:15:18,2023-08-16 14:15:19,0.599s,PASSED
delay(4),Chrome 115.0.0.0,,,2023-08-16 14:15:19,2023-08-16 14:15:23,4.005s,PASSED
"verifyTextPresent(""Landmark Manager"", false)",Chrome 115.0.0.0,,,2023-08-16 14:15:23,2023-08-16 14:15:23,0.353s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/a_Admin""))",Chrome 115.0.0.0,,,2023-08-16 14:15:23,2023-08-16 14:15:24,0.392s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/a_NRD Dashboard""))",Chrome 115.0.0.0,,,2023-08-16 14:15:24,2023-08-16 14:15:24,0.352s,PASSED
delay(11),Chrome 115.0.0.0,,,2023-08-16 14:15:24,2023-08-16 14:15:35,11.016s,PASSED
"verifyTextPresent(""Device Status"", false)",Chrome 115.0.0.0,,,2023-08-16 14:15:35,2023-08-16 14:16:05,30.148s,PASSED
"click(findTestObject(""OB_003_All feature/All feature/a_Map View""))",Chrome 115.0.0.0,,,2023-08-16 14:16:05,2023-08-16 14:16:13,7.268s,PASSED
delay(12),Chrome 115.0.0.0,,,2023-08-16 14:16:13,2023-08-16 14:16:25,12.017s,PASSED
"verifyTextPresent(""View Grid"", false)",Chrome 115.0.0.0,,,2023-08-16 14:16:25,2023-08-16 14:16:56,30.892s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-16 14:16:56,2023-08-16 14:16:56,0.641s,PASSED
