Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_005_FMS_SMART_Login feature,Chrome 115.0.0.0,,,2023-08-16 15:11:37,2023-08-16 15:12:18,40.810s,ERROR
,,,,,,,
Test Cases/TC_007_FMS_Smart_Verify Login feature,Chrome 115.0.0.0,,,2023-08-16 15:11:37,2023-08-16 15:12:06,28.116s,PASSED
openBrowser(url),Chrome 115.0.0.0,,,2023-08-16 15:11:38,2023-08-16 15:11:46,7.587s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-16 15:11:46,2023-08-16 15:11:46,0.136s,PASSED
delay(3),Chrome 115.0.0.0,,,2023-08-16 15:11:46,2023-08-16 15:11:49,3.016s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/username""))",Chrome 115.0.0.0,,,2023-08-16 15:11:49,2023-08-16 15:11:49,0.394s,PASSED
"setText(findTestObject(""OB_005_Login screen_fms smart/login screen/username""), username)",Chrome 115.0.0.0,,,2023-08-16 15:11:49,2023-08-16 15:11:50,0.662s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""))",Chrome 115.0.0.0,,,2023-08-16 15:11:50,2023-08-16 15:11:50,0.351s,PASSED
"setText(findTestObject(""OB_005_Login screen_fms smart/login screen/Password""), password)",Chrome 115.0.0.0,,,2023-08-16 15:11:50,2023-08-16 15:11:51,0.639s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/button_Sign in""))",Chrome 115.0.0.0,,,2023-08-16 15:11:51,2023-08-16 15:11:51,0.348s,PASSED
delay(6),Chrome 115.0.0.0,,,2023-08-16 15:11:51,2023-08-16 15:11:57,6.003s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/button_ACCEPT AND CLOSE""))",Chrome 115.0.0.0,,,2023-08-16 15:11:57,2023-08-16 15:12:05,7.866s,PASSED
"verifyTextPresent(""FMS Smart"", false)",Chrome 115.0.0.0,,,2023-08-16 15:12:05,2023-08-16 15:12:06,0.682s,PASSED
,,,,,,,
Test Cases/TC_013_FMS_Smart_multiple login test,Chrome 115.0.0.0,,data driven test,2023-08-16 15:12:06,2023-08-16 15:12:18,12.380s,ERROR
openBrowser(url),Chrome 115.0.0.0,,,2023-08-16 15:12:06,2023-08-16 15:12:13,7.097s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-16 15:12:13,2023-08-16 15:12:13,0.130s,PASSED
delay(4),Chrome 115.0.0.0,,,2023-08-16 15:12:13,2023-08-16 15:12:18,4.013s,PASSED
"click(findTestObject(""OB_005_Login screen_fms smart/login screen/username""))",Chrome 115.0.0.0,,,2023-08-16 15:12:18,2023-08-16 15:12:18,0.360s,PASSED
"setText(findTestObject(""OB_005_Login screen_fms smart/login screen/username""), username)",Chrome 115.0.0.0,,,2023-08-16 15:12:18,2023-08-16 15:12:18,0.085s,ERROR
