Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_001_VC_Smart_Login_Feature,Chrome 115.0.0.0,,,2023-08-16 14:25:26,2023-08-16 14:29:09,3m - 43.692s,ERROR
,,,,,,,
Test Cases/TC_001_Verify the Login feature with valid credentials,Chrome 115.0.0.0,,,2023-08-16 14:25:26,2023-08-16 14:26:20,54.234s,PASSED
"openBrowser(""https://ioclvcsmart.tmsitrimble.in/VCSmartApp/#/login"")",Chrome 115.0.0.0,,,2023-08-16 14:25:27,2023-08-16 14:25:38,11.839s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-16 14:25:38,2023-08-16 14:25:39,0.138s,PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-16 14:25:39,2023-08-16 14:25:44,5.021s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/Username""))",Chrome 115.0.0.0,,,2023-08-16 14:25:44,2023-08-16 14:25:44,0.411s,PASSED
"setText(findTestObject(""OB_001_Login screen/Login Screen/Username""), ""BSO-2300"")",Chrome 115.0.0.0,,,2023-08-16 14:25:44,2023-08-16 14:25:45,0.861s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/Password""))",Chrome 115.0.0.0,,,2023-08-16 14:25:45,2023-08-16 14:25:45,0.344s,PASSED
"setText(findTestObject(""OB_001_Login screen/Login Screen/Password""), ""Password@2300"")",Chrome 115.0.0.0,,,2023-08-16 14:25:45,2023-08-16 14:25:46,0.854s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/button_Sign in""))",Chrome 115.0.0.0,,,2023-08-16 14:25:46,2023-08-16 14:25:46,0.349s,PASSED
delay(8),Chrome 115.0.0.0,,,2023-08-16 14:25:46,2023-08-16 14:25:54,8.013s,PASSED
"verifyTextPresent(""VC Smart"", false)",Chrome 115.0.0.0,,,2023-08-16 14:25:54,2023-08-16 14:26:20,25.931s,PASSED
,,,,,,,
Test Cases/TC_002_Verify the Login feature with invalid credentials,Chrome 115.0.0.0,,,2023-08-16 14:26:20,2023-08-16 14:26:37,17.087s,PASSED
openBrowser(url),Chrome 115.0.0.0,,,2023-08-16 14:26:21,2023-08-16 14:26:29,8.799s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/Username""))",Chrome 115.0.0.0,,,2023-08-16 14:26:29,2023-08-16 14:26:30,0.357s,PASSED
"setText(findTestObject(""OB_001_Login screen/Login Screen/Username""), username)",Chrome 115.0.0.0,,,2023-08-16 14:26:30,2023-08-16 14:26:31,0.857s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/Password""))",Chrome 115.0.0.0,,,2023-08-16 14:26:31,2023-08-16 14:26:31,0.346s,PASSED
"setText(findTestObject(""OB_001_Login screen/Login Screen/Password""), password)",Chrome 115.0.0.0,,,2023-08-16 14:26:31,2023-08-16 14:26:32,0.855s,PASSED
"click(findTestObject(""OB_001_Login screen/Login Screen/button_Sign in""))",Chrome 115.0.0.0,,,2023-08-16 14:26:32,2023-08-16 14:26:32,0.365s,PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-16 14:26:32,2023-08-16 14:26:37,5.005s,PASSED
"verifyTextPresent(""Username entered is invalid. Please try again."", false)",Chrome 115.0.0.0,,,2023-08-16 14:26:37,2023-08-16 14:26:37,0.300s,PASSED
,,,,,,,
